<doc id="2218136" title="Vedad Ibi¨evi?" nonfiltered="1" processed="1" dbindex="480001">
Vedad vedar VMM02P0 0
gente gente NCFS000 05957883
y y CC 0
a a SPS00 0
exigir exigir VMN0000 00512630
rescate rescate NCMS000 09560583
por por SPS00 0
la el DA0FS0 0
liberación liberación NCFS000 00060117
de de SPS00 0
varios varios DI0MP0 0
prisioneros prisionero NCMP000 07500774
. . Fp 0

La el DA0FS0 0
matanza matanza NCFS000 00142607
se se P0000000 0
interrumpió interrumpir VMIS3S0 00528650
a a SPS00 0
el el DA0MS0 0
poco poco DI0MS0 0
tiempo tiempo NCMS000 00015594
para para SPS00 0
dar_paso dar_paso VMN0000 0
a a SPS00 0
unas uno DI0FP0 0
negociaciones negociación NCFP000 00717352
que que PR0CN000 0
no no RN 0
duraron durar VMIS3P0 01782836
. . Fp 0

Los el DA0MP0 0
rus rus NCMN000 0
permanecieron permanecer VMIS3P0 01800838
en en SPS00 0
Barda barda NP00000 0
varios varios DI0MP0 0
meses mes NCMP000 10922179
, , Fc 0
utilizando utilizar VMG0000 00788109
la lo PP3FSA00 0
como como CS 0
base base NCCS000 10471284
para para SPS00 0
saquear saquear VMN0000 01600942
las el DA0FP0 0
zonas zona NCFP000 04059885
cercanas cercano AQ0FP0 00415743
y y CC 0
reunir reunir VMN0000 00946301
un uno DI0MS0 0
cuantioso cuantioso AQ0MS0 0
botín botín NCMS000 09543577
. . Fp 0

La el DA0FS0 0
ciudad ciudad NCFS000 06287351
se se P0000000 0
vio ver VMIS3S0 00466852
salvada salvar VMP00SF 01739424
por por SPS00 0
una uno DI0FS0 0
epidemia epidemia NCFS000 05531449
de de SPS00 0
disentería disentería NCFS000 10164288
se se P0000000 0
estalló estallar VMIS3S0 00211486
entre entre SPS00 0
los el DA0MP0 0
rus rus NCMN000 0
. . Fp 0

Ibn_Miskawaih ibn_miskawaih NP00000 0
señala señalar VMIP3S0 00625042
que que CS 0
los el DA0MP0 0
rus rus NCMN000 0
« « Fz 0
se se P0000000 0
alimentaban alimentar VMII3P0 00801099
excesivamente excesivamente RG 0
de de SPS00 0
una uno DI0FS0 0
fruta fruto NCFS000 09423815
de de SPS00 0
las el DA0FP0 0
que que PR0CN000 0
crecen crecer VMIP3P0 00063646
en en SPS00 0
gran gran AQ0CS0 01328712
número número NCMS000 03990394
aquí aquí RG 0
. . Fp 0

Esto este PD0NS000 0
produjo producir VMIS3S0 00063646
una uno DI0FS0 0
epidemia epidemia NCFS000 05531449
entre entre SPS00 0
ellos ellos PP3MP000 0
y y CC 0
sus su DP3CP0 0
fuerzas fuerza NCFP000 07491804
comenzaron comenzar VMIS3P0 00239960
a a SPS00 0
menguar menguar VMN0000 00160073
» » Fz 0
. . Fp 0

Alentados alentar VMP00PM 01741432
por por SPS00 0
la el DA0FS0 0
epidemia epidemia NCFS000 05531449
que que PR0CN000 0
asolaba asolar VMII1S0 00269459
a a SPS00 0
los el DA0MP0 0
rus rus NCMN000 0
, , Fc 0
los el DA0MP0 0
musulmanes musulmán NCMP000 06999749
marcharon marchar VMIS3P0 01371248
hacia hacia SPS00 0
la el DA0FS0 0
ciudad ciudad NCFS000 06287351
. . Fp 0

Los el DA0MP0 0
rus rus NCMN000 0
, , Fc 0
con con SPS00 0
su su DP3CS0 0
jefe jefe NCMS000 07138865
montado montar VMP00SM 01107267
en en SPS00 0
un uno DI0MS0 0
burro burro NCMS000 01887170
, , Fc 0
realizó realizar VMIS3S0 01111638
un uno DI0MS0 0
salida salida NCFS000 00029100
que que PR0CN000 0
fracasó fracasar VMIS3S0 01723893
estrepitosamente estrepitosamente RG 0
y y CC 0
donde donde PR000000 0
perdió perder VMIS3S0 01563668
a a SPS00 0
700 700 Z 0
guerreros guerrero NCMP000 07674205
pero pero CC 0
evitó evitar VMIS3S0 00551242
que que CS 0
lo lo PP3CNA00 0
rodearan rodear VMSI3P0 01848681
y y CC 0
retrocedió retroceder VMIS3S0 01410062
hasta hasta SPS00 0
la el DA0FS0 0
fortaleza fortaleza NCFS000 03927465
de de SPS00 0
Barda barda NP00000 0
, , Fc 0
donde donde PR000000 0
fue ser VSIS3S0 01775973
asediado asediar VMP00SM 00765369
por por SPS00 0
los el DA0MP0 0
musulmanes musulmán NCMP000 06999749
. . Fp 0

Extenuados extenuar VMP00PM 0
a_causa_de a_causa_de SPS00 0
la el DA0FS0 0
enfermedad enfermedad NCFS000 10129713
y y CC 0
el el DA0MS0 0
asedio asedio NCMS000 00695744
, , Fc 0
los el DA0MP0 0
rus rus NCMN000 0
« « Fz 0
abandonaron abandonar VMIS3P0 01609431
en_medio_de en_medio_de SPS00 0
la el DA0FS0 0
noche noche NCFS000 10885886
la el DA0FS0 0
fortaleza fortaleza NCFS000 03927465
donde donde PR000000 0
habían haber VAII3P0 01811792
establecido establecer VMP00SM 00430666
sus su DP3CP0 0
cuarteles cuartel NCMP000 02808393
, , Fc 0
cargando cargar VMG0000 00994853
sobre sobre SPS00 0
sus su DP3CP0 0
espaldas espalda NCFP000 04306040
todo todo DI0MS0 0
el el DA0MS0 0
tesoro tesoro NCMS000 09628428
que que PR0CN000 0
podían poder VMII3P0 01857455
, , Fc 0
gemas gema NCFP000 02875598
y y CC 0
vestimentas vestimenta NCFP000 02456798
finas fino AQ0FP0 00938625
, , Fc 0
así_como_también así_como_también RG 0
a a SPS00 0
jóvenes joven NCCP000 07692038
esclavos esclavo AQ0MP0 01013676
, , Fc 0
y y CC 0
se se P0000000 0
dirigieron dirigir VMIS3P0 00781920
a a SPS00 0
el el DA0MS0 0
río río NCMS000 06789983
Kura kura NP00000 0
, , Fc 0
donde donde PR000000 0
los el DA0MP0 0
barcos barco NCMP000 03318070
que que PR0CN000 0
los los PP3MPA00 0
habían haber VAII3P0 01811792
traído traer VMP00SM 01422262
desde desde SPS00 0
sus su DP3CP0 0
hogares hogar NCMP000 02685797
estaban estar VAII3P0 01811792
preparados preparar VMP00PM 01135997
con con SPS00 0
sus su DP3CP0 0
tripulaciones tripulación NCFP000 06142758
y y CC 0
300 300 Z 0
rus rus NCMN000 0
a a SPS00 0
quienes quien PR0CP000 0
habían haber VAII3P0 01811792
estado estar VAP00SM 01811792
sustentando sustentar VMG0000 00801099
con con SPS00 0
partes parte NCFP000 09945970
de de SPS00 0
el el DA0MS0 0
botín botín NCMS000 09543577
» » Fz 0
. . Fp 0

Luego luego RG 0
, , Fc 0
los el DA0MP0 0
musulmanos musulmanos NCFP000 0
exhumaron exhumar VMIS3P0 01674092
las el DA0FP0 0
tumbas tumba NCFP000 02768416
de de SPS00 0
los el DA0MP0 0
rus rus NCMN000 0
para para SPS00 0
apropiar apropiar VMN0000 0
se se PP3CN000 0
de de SPS00 0
las el DA0FP0 0
armas arma NCFP000 03601056
que que PR0CN000 0
habían haber VAII3P0 01811792
sido ser VSP00SM 01775973
enterradas enterrar VMP00PF 01673967
junto_a junto_a SPS00 0
los el DA0MP0 0
guerreros guerrero NCMP000 07674205
. . Fp 0

George_Vernadsky george_vernadsky NP00000 0
sugiere sugerir VMIP3S0 00630133
que que CS 0
el el DA0MS0 0
jefe jefe NCMS000 07138865
de de SPS00 0
los el DA0MP0 0
rus rus NCMN000 0
que que PR0CN000 0
atacó atacar VMIS3S0 00759367
Barda barda NP00000 0
a_lomo a_lomo RG 0
de de SPS00 0
burro burro NCMS000 01887170
fue ser VSIS3S0 01775973
Oleg_de_Nóvgorod oleg_de_nóvgorod NP00000 0
. . Fp 0

Vernadsky vernadsky NP00000 0
señala señalar VMIP3S0 00717396
que que CS 0
Oleg oleg NP00000 0
sería ser VSIC1S0 01775973
Helgu helgu NP00000 0
, , Fc 0
un uno DI0MS0 0
personaje personaje NCMS000 07335484
mencionado mencionar VMP00SM 00692561
en en SPS00 0
la el DA0FS0 0
Carta_de_Schechter carta_de_schechter NP00000 0
. . Fp 0

Según según SPS00 0
dicho decir VMP00SM 00682542
documento documento NCMS000 04859637
, , Fc 0
Helgu helgu NP00000 0
se se P0000000 0
dirigió dirigir VMIS3S0 00781920
a a SPS00 0
Persia persia NP00000 0
en en SPS00 0
bote bote NCMS000 02374411
y y CC 0
murió morir VMIS3S0 00250254
allí allí RG 0
luego_de luego_de SPS00 0
el el DA0MS0 0
ataque ataque NCMS000 00625655
fallido fallir VMP00SM 01795937
a a SPS00 0
Constantinopla constantinopla NP00000 0
en en SPS00 0
941 941 Z 0
. . Fp 0

Por_otro_lado por_otro_lado RG 0
, , Fc 0
Lev_Gumilev lev_gumilev NP00000 0
, , Fc 0
basando basar VMG0000 00430666
se se PP3CN000 0
en en SPS00 0
el el DA0MS0 0
nombre nombre NCMS000 04778525
de de SPS00 0
el el DA0MS0 0
líder líder NCCS000 06950891
de de SPS00 0
los el DA0MP0 0
rus rus NCMN000 0
( ( Fpa 0
tal_como tal_y_como CS 0
fue ser VSIS3S0 01775973
registrado registrar VMP00SM 00675051
en en SPS00 0
textos texto NCMP000 04816275
árabes árabe AQ0CP0 02796795
) ) Fpt 0
, , Fc 0
hipotetiza hipotetiza VMIP3S0 0
que que CS 0
este este DD0MS0 0
líder líder NCCS000 06950891
sería ser VSIC1S0 01775973
Sveneld sveneld NP00000 0
, , Fc 0
un uno DI0MS0 0
jefe jefe NCMS000 07138865
varengo varengo VMIP1S0 0
cuya cuyo PR0FS000 0
riqueza riqueza NCFS000 09614312
se se P0000000 0
destaca destacar VMIP3S0 00439665
en en SPS00 0
la el DA0FS0 0
Primera_Crónica primera_crónica NP00000 0
en en SPS00 0
945 945 Z 0
. . Fp 0

La el DA0FS0 0
destrucción destrucción NCFS000 05465405
de de SPS00 0
el el DA0MS0 0
estado estado NCMS000 00016185
jázaro jázaro NCMS000 0
. . Fp 0

Las el DA0FP0 0
fuentes fuente NCFP000 02576928
no no RN 0
son ser VSIP3P0 01775973
claras claro AQ0FP0 01560359
en_cuanto_a en_cuanto_a SPS00 0
el el DA0MS0 0
origen origen NCMS000 06275359
de de SPS00 0
el el DA0MS0 0
conflicto conflicto NCMS000 05367872
entre entre SPS00 0
el el DA0MS0 0
estado estado NCMS000 00016185
jázaro jázaro NCMS000 0
y y CC 0
los el DA0MP0 0
rus rus NCMN000 0
, , Fc 0
por por SPS00 0
lo el DA0NS0 0
que que PR0CN000 0
se se P0000000 0
han haber VAIP3P0 01811792
barajado barajar VMP00SM 00972429
diversas diverso AQ0FP0 01989737
hipótesis hipótesis NCFN000 05355820
. . Fp 0

Los el DA0MP0 0
rus rus NCMN000 0
estaban estar VAII3P0 01811792
interesados interesar VMP00PM 01827420
en en SPS00 0
eliminar eliminar VMN0000 00328742
el el DA0MS0 0
dominio dominio NCMS000 04045518
de de SPS00 0
los el DA0MP0 0
jázaros jázaro NCMP000 0
sobre sobre SPS00 0
la el DA0FS0 0
ruta ruta NCFS000 06348591
comercial comercial AQ0CS0 00450636
de de SPS00 0
el el DA0MS0 0
Volga volga NP00000 0
debido_a debido_a SPS00 0
que que CS 0
estos este PD0MP000 0
cobraban cobrar VMII3P0 01585711
impuestos impuesto NCMP000 09580808
por por SPS00 0
los el DA0MP0 0
bienes bien NCMP000 04019795
transportados transportar VMP00PM 00994853
por por SPS00 0
el el DA0MS0 0
río río NCMS000 06789983
. . Fp 0

a a SPS00 0
el el DA0MS0 0
parecer parecer NCMS000 04564824
, , Fc 0
el el DA0MS0 0
Imperio_Bizantino imperio_bizantino NP00000 0
también también RG 0
jugó jugar VMIS3S0 00727813
el el DA0MS0 0
papel papel NCMS000 10744736
de de SPS00 0
incitador incitador NCMS000 07054857
a a SPS00 0
el el DA0MS0 0
respecto respecto NCMS000 0
. . Fp 0

Los el DA0MP0 0
jázaros jázaro NCMP000 0
habían haber VAII3P0 01811792
estado estar VAP00SM 01811792
aliados aliar VMP00PM 0
con con SPS00 0
los el DA0MP0 0
bizantinos bizantino NCMP000 0
hasta hasta SPS00 0
el el DA0MS0 0
reinado reinado NCMS000 10962839
de de SPS00 0
Romano_I_Lecapeno romano_i_lecapeno NP00000 0
, , Fc 0
quien quien PR0CS000 0
persiguió perseguir VMIS3S0 01365204
a a SPS00 0
los el DA0MP0 0
judíos judío NCMP000 06998898
dentro_de dentro_de SPS00 0
su su DP3CS0 0
imperio imperio NCMS000 06308401
. . Fp 0

Según según SPS00 0
la el DA0FS0 0
Carta_de_Schechter carta_de_schechter NP00000 0
, , Fc 0
el el DA0MS0 0
gobernante gobernante AQ0CS0 01756511
jázaro jázaro NCMS000 0
Yosef yosef NP00000 0
ben ben NCMS000 0
Aaron aaron NP00000 0
respondió responder VMIS3S0 00554194
a a SPS00 0
la el DA0FS0 0
persecución persecución NCFS000 00206677
de de SPS00 0
los el DA0MP0 0
judíos judío NCMP000 06998898
« « Fz 0
deshaciendo deshacer VMG0000 01044340
se se PP3CN000 0
de de SPS00 0
muchos mucho DI0MP0 0
cristianos cristiano NCMP000 06995978
» » Fz 0
y y CC 0
Romano romano NP00000 07025870
, , Fc 0
como como CS 0
represalia represalia NCFS000 00802092
, , Fc 0
incitó incitar VMIS3S0 00577163
a a SPS00 0
Oleg_de_Nóvgorod oleg_de_nóvgorod NP00000 0
( ( Fpa 0
llamado llamar VMP00SM 00696267
Helgu helgu NP00000 0
en en SPS00 0
la el DA0FS0 0
carta carta NCFS000 04968965
) ) Fpt 0
a a SPS00 0
atacar atacar VMN0000 00759367
el el DA0MS0 0
estado estado NCMS000 00016185
jázaro jázaro NCMS000 0
. . Fp 0

También también RG 0
es ser VSIP3S0 01775973
posible posible AQ0CS0 01750551
que que CS 0
el el DA0MS0 0
conflicto conflicto NCMS000 05367872
se se P0000000 0
haya haber VASP1S0 01775163
visto ver VMP00SM 00466852
espoleado espolear VMP00SM 00845943
por por SPS00 0
la el DA0FS0 0
decisión decisión NCFS000 00105760
de de SPS00 0
los el DA0MP0 0
jázaros jázaro NCMP000 0
de de SPS00 0
cerrar cerrar VMN0000 00922436
el el DA0MS0 0
paso paso NCMS000 00107819
hacia hacia SPS00 0
el el DA0MS0 0
Volga volga NP00000 0
como como CS 0
respuesta respuesta NCFS000 00551220
a a SPS00 0
la el DA0FS0 0
